accuracy,f1_macro,f1_weighted,roc_auc_ovr_macro,model_id
0.7115384615384616,0.6923076923076923,0.6982248520710059,0.8229166666666666,binary_rbf_svc
0.7307692307692307,0.5833333333333334,0.7317307692307692,0.84115440045237,ternary_rbf_svc_ovo
0.7307692307692307,0.715625,0.7206730769230769,0.7455357142857143,binary_rf
0.8269230769230769,0.6653140096618357,0.8068338907469342,0.8374653028948891,ternary_rf_multiclass
0.9038461538461539,0.8604401502952228,0.9053429125892893,0.8980044345898005,ternary_rf_ovr_0_vs_12
0.75,0.7114810072556552,0.752027315407597,0.7491319444444444,ternary_rf_ovr_1_vs_02
0.9230769230769231,0.6462585034013605,0.8990057561486131,0.8638297872340426,ternary_rf_ovr_2_vs_01
0.7115384615384616,0.6770186335403727,0.6851409460105112,0.8154761904761905,binary_matern_svc
0.7884615384615384,0.520253164556962,0.7439873417721519,0.8398523676262712,ternary_matern_svc_ovo
